province_th,province_en,region,rice_type,year,production,yield,area,area_planted,yield_planted,price,price_low,price_high,price_low_alt,price_high_alt,price_basis,source,source_title,source_url,source_note,source_date
กาฬสินธุ์,Kalasin,northeast,jasmine,2566,144128,365,394353,430118,335,0,,,,,,oae_stats_2568_table_1_4,สถิติการเกษตรของประเทศไทย ปี 2568 · ตารางที่ 1.4 ข้าวนาปีแยกพันธุ์,https://www.oae.go.th,"Official OAE data Table 1.4, ข้าวเจ้าหอมมะลิ (in-area + outside-area combined)",
กาฬสินธุ์,Kalasin,northeast,jasmine,2567,155137,370,419480,429315,361,0,,,,,,oae_stats_2568_table_1_4,สถิติการเกษตรของประเทศไทย ปี 2568 · ตารางที่ 1.4 ข้าวนาปีแยกพันธุ์,https://www.oae.go.th,"Official OAE data Table 1.4, ข้าวเจ้าหอมมะลิ (in-area + outside-area combined)",
กาฬสินธุ์,Kalasin,northeast,jasmine,2568,156368,373,418981,428406,365,0,,,,,,oae_stats_2568_table_1_4,สถิติการเกษตรของประเทศไทย ปี 2568 · ตารางที่ 1.4 ข้าวนาปีแยกพันธุ์,https://www.oae.go.th,"Official OAE data Table 1.4, ข้าวเจ้าหอมมะลิ (in-area + outside-area combined)",2 มีนาคม 2569 (กรมการข้าว)
กาฬสินธุ์,Kalasin,northeast,jasmine,2569,146084,373,389980,426847,343,0,,,,,,estimated_trend,ประมาณการแนวโน้ม (avg YoY 2565–2567),,"Trend estimation: production×(1+-0.0081)^2, yield×(1+0.0041)^2, area×(1+-0.0136)^2",
มหาสารคาม,Maha Sarakham,northeast,white,2565,8754,519,16881,17325,505,0,,,,,,oae_stats_table_1_4,สถิติการเกษตรของประเทศไทย ปี 2567 · ตารางที่ 1.4 ข้าวนาปีแยกพันธุ์,https://catalog.oae.go.th/dataset/ba103542-830f-418a-b614-9645ebbe1a93/resource/4d5d1421-bb3b-4635-a43d-f6167d619db1/download/fd747711b82231d4.pdf,"direct province row from OAE Agricultural Statistics 2024 Table 1.4, rice type = ข้าวเจ้าอื่นๆ",
มหาสารคาม,Maha Sarakham,northeast,white,2566,7461,528,14123,14514,514,0,,,,,,oae_stats_2568_table_1_4,สถิติการเกษตรของประเทศไทย ปี 2568 · ตารางที่ 1.4 ข้าวนาปีแยกพันธุ์,https://www.oae.go.th,"Official OAE data Table 1.4, ข้าวเจ้าอื่นๆ (other white rice, excl. glutinous & Pathum Thani 1)",
มหาสารคาม,Maha Sarakham,northeast,white,2567,9145,537,17022,17413,525,0,,,,,,oae_stats_2568_table_1_4,สถิติการเกษตรของประเทศไทย ปี 2568 · ตารางที่ 1.4 ข้าวนาปีแยกพันธุ์,https://www.oae.go.th,"Official OAE data Table 1.4, ข้าวเจ้าอื่นๆ (other white rice, excl. glutinous & Pathum Thani 1)",
มหาสารคาม,Maha Sarakham,northeast,white,2568,9148,539,16977,17359,527,0,,,,,,oae_stats_2568_table_1_4,สถิติการเกษตรของประเทศไทย ปี 2568 · ตารางที่ 1.4 ข้าวนาปีแยกพันธุ์,https://www.oae.go.th,"Official OAE data Table 1.4, ข้าวเจ้าอื่นๆ (other white rice, excl. glutinous & Pathum Thani 1)",2 มีนาคม 2569 (กรมการข้าว)
มหาสารคาม,Maha Sarakham,northeast,white,2569,6437,547,11745,12035,535,0,,,,,,estimated_trend,ประมาณการแนวโน้ม (avg YoY 2565–2567),,"Trend estimation: production×(1+-0.0724)^2, yield×(1+0.0134)^2, area×(1+-0.0850)^2",
มหาสารคาม,Maha Sarakham,northeast,jasmine,2565,352712,353,998743,1127603,313,0,,,,,,oae_stats_table_1_4,สถิติการเกษตรของประเทศไทย ปี 2567 · ตารางที่ 1.4 ข้าวนาปีแยกพันธุ์,https://catalog.oae.go.th/dataset/ba103542-830f-418a-b614-9645ebbe1a93/resource/4d5d1421-bb3b-4635-a43d-f6167d619db1/download/fd747711b82231d4.pdf,sum of OAE Agricultural Statistics 2024 Table 1.4 province rows: ข้าวเจ้าหอมมะลิในพื้นที่ + ข้าวเจ้าหอมมะลินอกพื้นที่,
มหาสารคาม,Maha Sarakham,northeast,jasmine,2566,376264,350,1073969,1118075,337,0,,,,,,oae_stats_2568_table_1_4,สถิติการเกษตรของประเทศไทย ปี 2568 · ตารางที่ 1.4 ข้าวนาปีแยกพันธุ์,https://www.oae.go.th,"Official OAE data Table 1.4, ข้าวเจ้าหอมมะลิ (in-area + outside-area combined)",
มหาสารคาม,Maha Sarakham,northeast,jasmine,2567,386410,357,1082670,1116363,346,0,,,,,,oae_stats_2568_table_1_4,สถิติการเกษตรของประเทศไทย ปี 2568 · ตารางที่ 1.4 ข้าวนาปีแยกพันธุ์,https://www.oae.go.th,"Official OAE data Table 1.4, ข้าวเจ้าหอมมะลิ (in-area + outside-area combined)",
มหาสารคาม,Maha Sarakham,northeast,jasmine,2568,387284,359,1079068,1114318,348,0,,,,,,oae_stats_2568_table_1_4,สถิติการเกษตรของประเทศไทย ปี 2568 · ตารางที่ 1.4 ข้าวนาปีแยกพันธุ์,https://www.oae.go.th,"Official OAE data Table 1.4, ข้าวเจ้าหอมมะลิ (in-area + outside-area combined)",2 มีนาคม 2569 (กรมการข้าว)
มหาสารคาม,Maha Sarakham,northeast,jasmine,2569,410679,357,1152409,1099804,374,0,,,,,,estimated_trend,ประมาณการแนวโน้ม (avg YoY 2565–2567),,"Trend estimation: production×(1+0.0390)^2, yield×(1+0.0029)^2, area×(1+0.0368)^2",
นครราชสีมา,Nakhon Ratchasima,northeast,white,2565,94083,415,226667,237853,396,0,,,,,,oae_stats_table_1_4,สถิติการเกษตรของประเทศไทย ปี 2567 · ตารางที่ 1.4 ข้าวนาปีแยกพันธุ์,https://catalog.oae.go.th/dataset/ba103542-830f-418a-b614-9645ebbe1a93/resource/4d5d1421-bb3b-4635-a43d-f6167d619db1/download/fd747711b82231d4.pdf,"direct province row from OAE Agricultural Statistics 2024 Table 1.4, rice type = ข้าวเจ้าอื่นๆ",
นครราชสีมา,Nakhon Ratchasima,northeast,white,2566,97953,418,234434,242014,405,0,,,,,,oae_stats_2568_table_1_4,สถิติการเกษตรของประเทศไทย ปี 2568 · ตารางที่ 1.4 ข้าวนาปีแยกพันธุ์,https://www.oae.go.th,"Official OAE data Table 1.4, ข้าวเจ้าอื่นๆ (other white rice, excl. glutinous & Pathum Thani 1)",
นครราชสีมา,Nakhon Ratchasima,northeast,white,2567,98839,430,229880,230415,429,0,,,,,,oae_stats_2568_table_1_4,สถิติการเกษตรของประเทศไทย ปี 2568 · ตารางที่ 1.4 ข้าวนาปีแยกพันธุ์,https://www.oae.go.th,"Official OAE data Table 1.4, ข้าวเจ้าอื่นๆ (other white rice, excl. glutinous & Pathum Thani 1)",
นครราชสีมา,Nakhon Ratchasima,northeast,white,2568,98782,434,227817,229192,431,0,,,,,,oae_stats_2568_table_1_4,สถิติการเกษตรของประเทศไทย ปี 2568 · ตารางที่ 1.4 ข้าวนาปีแยกพันธุ์,https://www.oae.go.th,"Official OAE data Table 1.4, ข้าวเจ้าอื่นๆ (other white rice, excl. glutinous & Pathum Thani 1)",2 มีนาคม 2569 (กรมการข้าว)
นครราชสีมา,Nakhon Ratchasima,northeast,white,2569,103195,431,239772,242790,425,0,,,,,,estimated_trend,ประมาณการแนวโน้ม (avg YoY 2565–2567),,"Trend estimation: production×(1+0.0235)^2, yield×(1+0.0096)^2, area×(1+0.0142)^2",
นครราชสีมา,Nakhon Ratchasima,northeast,jasmine,2565,1037075,367,2822334,3084827,336,0,,,,,,oae_stats_table_1_4,สถิติการเกษตรของประเทศไทย ปี 2567 · ตารางที่ 1.4 ข้าวนาปีแยกพันธุ์,https://catalog.oae.go.th/dataset/ba103542-830f-418a-b614-9645ebbe1a93/resource/4d5d1421-bb3b-4635-a43d-f6167d619db1/download/fd747711b82231d4.pdf,sum of OAE Agricultural Statistics 2024 Table 1.4 province rows: ข้าวเจ้าหอมมะลิในพื้นที่ + ข้าวเจ้าหอมมะลินอกพื้นที่,
นครราชสีมา,Nakhon Ratchasima,northeast,jasmine,2566,1055929,367,2880006,3054982,346,0,,,,,,oae_stats_2568_table_1_4,สถิติการเกษตรของประเทศไทย ปี 2568 · ตารางที่ 1.4 ข้าวนาปีแยกพันธุ์,https://www.oae.go.th,"Official OAE data Table 1.4, ข้าวเจ้าหอมมะลิ (in-area + outside-area combined)",
นครราชสีมา,Nakhon Ratchasima,northeast,jasmine,2567,1096835,369,2968796,2990595,367,0,,,,,,oae_stats_2568_table_1_4,สถิติการเกษตรของประเทศไทย ปี 2568 · ตารางที่ 1.4 ข้าวนาปีแยกพันธุ์,https://www.oae.go.th,"Official OAE data Table 1.4, ข้าวเจ้าหอมมะลิ (in-area + outside-area combined)",
นครราชสีมา,Nakhon Ratchasima,northeast,jasmine,2568,1095872,371,2952116,2976091,368,16000,15500,16500,,,moisture_15_pct,oae_stats_2568_table_1_4,สถิติการเกษตรของประเทศไทย ปี 2568 · ตารางที่ 1.4 ข้าวนาปีแยกพันธุ์,https://www.oae.go.th,"Official OAE data Table 1.4, ข้าวเจ้าหอมมะลิ (in-area + outside-area combined)",2 มีนาคม 2569 (กรมการข้าว)
นครราชสีมา,Nakhon Ratchasima,northeast,jasmine,2569,1077788,373,2887689,2976198,363,17100,16800,17400,,,moisture_15_pct,estimated_trend,ประมาณการแนวโน้ม (avg YoY 2565–2567),,"Trend estimation: production×(1+0.0097)^2, yield×(1+0.0041)^2, area×(1+0.0058)^2",
ร้อยเอ็ด,Roi Et,northeast,white,2565,7091,470,15072,16306,435,0,,,,,,oae_stats_table_1_4,สถิติการเกษตรของประเทศไทย ปี 2567 · ตารางที่ 1.4 ข้าวนาปีแยกพันธุ์,https://catalog.oae.go.th/dataset/ba103542-830f-418a-b614-9645ebbe1a93/resource/4d5d1421-bb3b-4635-a43d-f6167d619db1/download/fd747711b82231d4.pdf,"direct province row from OAE Agricultural Statistics 2024 Table 1.4, rice type = ข้าวเจ้าอื่นๆ",
ร้อยเอ็ด,Roi Et,northeast,white,2566,7334,471,15582,16328,449,0,,,,,,oae_stats_2568_table_1_4,สถิติการเกษตรของประเทศไทย ปี 2568 · ตารางที่ 1.4 ข้าวนาปีแยกพันธุ์,https://www.oae.go.th,"Official OAE data Table 1.4, ข้าวเจ้าอื่นๆ (other white rice, excl. glutinous & Pathum Thani 1)",
ร้อยเอ็ด,Roi Et,northeast,white,2567,6994,495,14117,15226,459,0,,,,,,oae_stats_2568_table_1_4,สถิติการเกษตรของประเทศไทย ปี 2568 · ตารางที่ 1.4 ข้าวนาปีแยกพันธุ์,https://www.oae.go.th,"Official OAE data Table 1.4, ข้าวเจ้าอื่นๆ (other white rice, excl. glutinous & Pathum Thani 1)",
ร้อยเอ็ด,Roi Et,northeast,white,2568,7062,497,14215,15090,468,0,,,,,,oae_stats_2568_table_1_4,สถิติการเกษตรของประเทศไทย ปี 2568 · ตารางที่ 1.4 ข้าวนาปีแยกพันธุ์,https://www.oae.go.th,"Official OAE data Table 1.4, ข้าวเจ้าอื่นๆ (other white rice, excl. glutinous & Pathum Thani 1)",2 มีนาคม 2569 (กรมการข้าว)
ร้อยเอ็ด,Roi Et,northeast,white,2569,7670,474,16200,16109,476,0,,,,,,estimated_trend,ประมาณการแนวโน้ม (avg YoY 2565–2567),,"Trend estimation: production×(1+0.0199)^2, yield×(1+0.0021)^2, area×(1+0.0183)^2",
ร้อยเอ็ด,Roi Et,northeast,jasmine,2565,725573,347,2092166,2367117,307,0,,,,,,oae_stats_table_1_4,สถิติการเกษตรของประเทศไทย ปี 2567 · ตารางที่ 1.4 ข้าวนาปีแยกพันธุ์,https://catalog.oae.go.th/dataset/ba103542-830f-418a-b614-9645ebbe1a93/resource/4d5d1421-bb3b-4635-a43d-f6167d619db1/download/fd747711b82231d4.pdf,sum of OAE Agricultural Statistics 2024 Table 1.4 province rows: ข้าวเจ้าหอมมะลิในพื้นที่ + ข้าวเจ้าหอมมะลินอกพื้นที่,
ร้อยเอ็ด,Roi Et,northeast,jasmine,2566,763656,346,2208742,2355216,324,0,,,,,,oae_stats_2568_table_1_4,สถิติการเกษตรของประเทศไทย ปี 2568 · ตารางที่ 1.4 ข้าวนาปีแยกพันธุ์,https://www.oae.go.th,"Official OAE data Table 1.4, ข้าวเจ้าหอมมะลิ (in-area + outside-area combined)",
ร้อยเอ็ด,Roi Et,northeast,jasmine,2567,763518,350,2180207,2339891,326,0,,,,,,oae_stats_2568_table_1_4,สถิติการเกษตรของประเทศไทย ปี 2568 · ตารางที่ 1.4 ข้าวนาปีแยกพันธุ์,https://www.oae.go.th,"Official OAE data Table 1.4, ข้าวเจ้าหอมมะลิ (in-area + outside-area combined)",
ร้อยเอ็ด,Roi Et,northeast,jasmine,2568,778420,351,2215781,2334744,333,16000,15500,16500,,,moisture_15_pct,oae_stats_2568_table_1_4,สถิติการเกษตรของประเทศไทย ปี 2568 · ตารางที่ 1.4 ข้าวนาปีแยกพันธุ์,https://www.oae.go.th,"Official OAE data Table 1.4, ข้าวเจ้าหอมมะลิ (in-area + outside-area combined)",2 มีนาคม 2569 (กรมการข้าว)
ร้อยเอ็ด,Roi Et,northeast,jasmine,2569,824964,347,2372064,2336906,353,17000,16500,17500,,,moisture_15_pct,estimated_trend,ประมาณการแนวโน้ม (avg YoY 2565–2567),,"Trend estimation: production×(1+0.0327)^2, yield×(1+0.0000)^2, area×(1+0.0320)^2",
สุรินทร์,Surin,northeast,white,2565,2220,449,4942,5125,433,0,,,,,,oae_stats_table_1_4,สถิติการเกษตรของประเทศไทย ปี 2567 · ตารางที่ 1.4 ข้าวนาปีแยกพันธุ์,https://catalog.oae.go.th/dataset/ba103542-830f-418a-b614-9645ebbe1a93/resource/4d5d1421-bb3b-4635-a43d-f6167d619db1/download/fd747711b82231d4.pdf,"direct province row from OAE Agricultural Statistics 2024 Table 1.4, rice type = ข้าวเจ้าอื่นๆ",
สุรินทร์,Surin,northeast,white,2566,2149,462,4654,4657,461,0,,,,,,oae_stats_2568_table_1_4,สถิติการเกษตรของประเทศไทย ปี 2568 · ตารางที่ 1.4 ข้าวนาปีแยกพันธุ์,https://www.oae.go.th,"Official OAE data Table 1.4, ข้าวเจ้าอื่นๆ (other white rice, excl. glutinous & Pathum Thani 1)",
สุรินทร์,Surin,northeast,white,2567,3175,468,6787,6813,466,0,,,,,,oae_stats_2568_table_1_4,สถิติการเกษตรของประเทศไทย ปี 2568 · ตารางที่ 1.4 ข้าวนาปีแยกพันธุ์,https://www.oae.go.th,"Official OAE data Table 1.4, ข้าวเจ้าอื่นๆ (other white rice, excl. glutinous & Pathum Thani 1)",
สุรินทร์,Surin,northeast,white,2568,3169,470,6738,6772,468,0,,,,,,oae_stats_2568_table_1_4,สถิติการเกษตรของประเทศไทย ปี 2568 · ตารางที่ 1.4 ข้าวนาปีแยกพันธุ์,https://www.oae.go.th,"Official OAE data Table 1.4, ข้าวเจ้าอื่นๆ (other white rice, excl. glutinous & Pathum Thani 1)",2 มีนาคม 2569 (กรมการข้าว)
สุรินทร์,Surin,northeast,white,2569,2075,482,4305,4199,495,0,,,,,,estimated_trend,ประมาณการแนวโน้ม (avg YoY 2565–2567),,"Trend estimation: production×(1+-0.0167)^2, yield×(1+0.0177)^2, area×(1+-0.0338)^2",
สุรินทร์,Surin,northeast,jasmine,2565,1086799,380,2862790,3117323,349,0,,,,,,oae_stats_table_1_4,สถิติการเกษตรของประเทศไทย ปี 2567 · ตารางที่ 1.4 ข้าวนาปีแยกพันธุ์,https://catalog.oae.go.th/dataset/ba103542-830f-418a-b614-9645ebbe1a93/resource/4d5d1421-bb3b-4635-a43d-f6167d619db1/download/fd747711b82231d4.pdf,sum of OAE Agricultural Statistics 2024 Table 1.4 province rows: ข้าวเจ้าหอมมะลิในพื้นที่ + ข้าวเจ้าหอมมะลินอกพื้นที่,
สุรินทร์,Surin,northeast,jasmine,2566,1184701,383,3091358,3102229,382,0,,,,,,oae_stats_2568_table_1_4,สถิติการเกษตรของประเทศไทย ปี 2568 · ตารางที่ 1.4 ข้าวนาปีแยกพันธุ์,https://www.oae.go.th,"Official OAE data Table 1.4, ข้าวเจ้าหอมมะลิ (in-area + outside-area combined)",
สุรินทร์,Surin,northeast,jasmine,2567,1183079,386,3068151,3082665,384,0,,,,,,oae_stats_2568_table_1_4,สถิติการเกษตรของประเทศไทย ปี 2568 · ตารางที่ 1.4 ข้าวนาปีแยกพันธุ์,https://www.oae.go.th,"Official OAE data Table 1.4, ข้าวเจ้าหอมมะลิ (in-area + outside-area combined)",
สุรินทร์,Surin,northeast,jasmine,2568,1182110,387,3052488,3063208,386,16500,16000,17000,,,moisture_15_pct,oae_stats_2568_table_1_4,สถิติการเกษตรของประเทศไทย ปี 2568 · ตารางที่ 1.4 ข้าวนาปีแยกพันธุ์,https://www.oae.go.th,"Official OAE data Table 1.4, ข้าวเจ้าหอมมะลิ (in-area + outside-area combined)",2 มีนาคม 2569 (กรมการข้าว)
สุรินทร์,Surin,northeast,jasmine,2569,1309104,392,3329142,3074014,425,17000,16800,17200,,,moisture_15_pct,estimated_trend,ประมาณการแนวโน้ม (avg YoY 2565–2567),,"Trend estimation: production×(1+0.0480)^2, yield×(1+0.0079)^2, area×(1+0.0389)^2",
เลย,Loei,northeast,white,2565,1554,469,3314,3338,466,0,,,,,,oae_stats_table_1_4,สถิติการเกษตรของประเทศไทย ปี 2567 · ตารางที่ 1.4 ข้าวนาปีแยกพันธุ์,https://catalog.oae.go.th/dataset/ba103542-830f-418a-b614-9645ebbe1a93/resource/4d5d1421-bb3b-4635-a43d-f6167d619db1/download/fd747711b82231d4.pdf,"direct province row from OAE Agricultural Statistics 2024 Table 1.4, rice type = ข้าวเจ้าอื่นๆ",
เลย,Loei,northeast,white,2566,1438,453,3176,3181,452,0,,,,,,oae_stats_2568_table_1_4,สถิติการเกษตรของประเทศไทย ปี 2568 · ตารางที่ 1.4 ข้าวนาปีแยกพันธุ์,https://www.oae.go.th,"Official OAE data Table 1.4, ข้าวเจ้าอื่นๆ (other white rice, excl. glutinous & Pathum Thani 1)",
เลย,Loei,northeast,white,2567,1499,460,3259,3259,460,0,,,,,,oae_stats_2568_table_1_4,สถิติการเกษตรของประเทศไทย ปี 2568 · ตารางที่ 1.4 ข้าวนาปีแยกพันธุ์,https://www.oae.go.th,"Official OAE data Table 1.4, ข้าวเจ้าอื่นๆ (other white rice, excl. glutinous & Pathum Thani 1)",
เลย,Loei,northeast,white,2568,1498,456,3282,3285,456,0,,,,,,oae_stats_2568_table_1_4,สถิติการเกษตรของประเทศไทย ปี 2568 · ตารางที่ 1.4 ข้าวนาปีแยกพันธุ์,https://www.oae.go.th,"Official OAE data Table 1.4, ข้าวเจ้าอื่นๆ (other white rice, excl. glutinous & Pathum Thani 1)",2 มีนาคม 2569 (กรมการข้าว)
เลย,Loei,northeast,white,2569,1327,446,2970,2979,444,0,,,,,,estimated_trend,ประมาณการแนวโน้ม (avg YoY 2565–2567),,"Trend estimation: production×(1+-0.0384)^2, yield×(1+-0.0126)^2, area×(1+-0.0270)^2",
เลย,Loei,northeast,jasmine,2565,2819,328,8582,8703,324,0,,,,,,oae_stats_table_1_4,สถิติการเกษตรของประเทศไทย ปี 2567 · ตารางที่ 1.4 ข้าวนาปีแยกพันธุ์,https://catalog.oae.go.th/dataset/ba103542-830f-418a-b614-9645ebbe1a93/resource/4d5d1421-bb3b-4635-a43d-f6167d619db1/download/fd747711b82231d4.pdf,sum of OAE Agricultural Statistics 2024 Table 1.4 province rows: ข้าวเจ้าหอมมะลิในพื้นที่ + ข้าวเจ้าหอมมะลินอกพื้นที่,
เลย,Loei,northeast,jasmine,2566,2724,326,8359,8404,324,0,,,,,,oae_stats_2568_table_1_4,สถิติการเกษตรของประเทศไทย ปี 2568 · ตารางที่ 1.4 ข้าวนาปีแยกพันธุ์,https://www.oae.go.th,"Official OAE data Table 1.4, ข้าวเจ้าหอมมะลิ (in-area + outside-area combined)",
เลย,Loei,northeast,jasmine,2567,2782,335,8308,8325,334,0,,,,,,oae_stats_2568_table_1_4,สถิติการเกษตรของประเทศไทย ปี 2568 · ตารางที่ 1.4 ข้าวนาปีแยกพันธุ์,https://www.oae.go.th,"Official OAE data Table 1.4, ข้าวเจ้าหอมมะลิ (in-area + outside-area combined)",
เลย,Loei,northeast,jasmine,2568,2764,332,8326,8376,330,0,,,,,,oae_stats_2568_table_1_4,สถิติการเกษตรของประเทศไทย ปี 2568 · ตารางที่ 1.4 ข้าวนาปีแยกพันธุ์,https://www.oae.go.th,"Official OAE data Table 1.4, ข้าวเจ้าหอมมะลิ (in-area + outside-area combined)",2 มีนาคม 2569 (กรมการข้าว)
เลย,Loei,northeast,jasmine,2569,2649,330,8053,8023,330,0,,,,,,estimated_trend,ประมาณการแนวโน้ม (avg YoY 2565–2567),,"Trend estimation: production×(1+-0.0154)^2, yield×(1+0.0016)^2, area×(1+-0.0157)^2",
หนองคาย,Nong Khai,northeast,white,2565,7131,499,14301,14318,498,0,,,,,,oae_stats_table_1_4,สถิติการเกษตรของประเทศไทย ปี 2567 · ตารางที่ 1.4 ข้าวนาปีแยกพันธุ์,https://catalog.oae.go.th/dataset/ba103542-830f-418a-b614-9645ebbe1a93/resource/4d5d1421-bb3b-4635-a43d-f6167d619db1/download/fd747711b82231d4.pdf,"direct province row from OAE Agricultural Statistics 2024 Table 1.4, rice type = ข้าวเจ้าอื่นๆ",
หนองคาย,Nong Khai,northeast,white,2566,8285,536,15444,15679,528,0,,,,,,oae_stats_2568_table_1_4,สถิติการเกษตรของประเทศไทย ปี 2568 · ตารางที่ 1.4 ข้าวนาปีแยกพันธุ์,https://www.oae.go.th,"Official OAE data Table 1.4, ข้าวเจ้าอื่นๆ (other white rice, excl. glutinous & Pathum Thani 1)",
หนองคาย,Nong Khai,northeast,white,2567,5804,567,10241,11954,486,0,,,,,,oae_stats_2568_table_1_4,สถิติการเกษตรของประเทศไทย ปี 2568 · ตารางที่ 1.4 ข้าวนาปีแยกพันธุ์,https://www.oae.go.th,"Official OAE data Table 1.4, ข้าวเจ้าอื่นๆ (other white rice, excl. glutinous & Pathum Thani 1)",
หนองคาย,Nong Khai,northeast,white,2568,5765,565,10205,11936,483,0,,,,,,oae_stats_2568_table_1_4,สถิติการเกษตรของประเทศไทย ปี 2568 · ตารางที่ 1.4 ข้าวนาปีแยกพันธุ์,https://www.oae.go.th,"Official OAE data Table 1.4, ข้าวเจ้าอื่นๆ (other white rice, excl. glutinous & Pathum Thani 1)",2 มีนาคม 2569 (กรมการข้าว)
หนองคาย,Nong Khai,northeast,white,2569,8912,570,15567,16691,531,0,,,,,,estimated_trend,ประมาณการแนวโน้ม (avg YoY 2565–2567),,"Trend estimation: production×(1+0.0598)^2, yield×(1+0.0343)^2, area×(1+0.0223)^2",
หนองคาย,Nong Khai,northeast,jasmine,2565,47658,364,130955,133022,358,0,,,,,,oae_stats_table_1_4,สถิติการเกษตรของประเทศไทย ปี 2567 · ตารางที่ 1.4 ข้าวนาปีแยกพันธุ์,https://catalog.oae.go.th/dataset/ba103542-830f-418a-b614-9645ebbe1a93/resource/4d5d1421-bb3b-4635-a43d-f6167d619db1/download/fd747711b82231d4.pdf,sum of OAE Agricultural Statistics 2024 Table 1.4 province rows: ข้าวเจ้าหอมมะลิในพื้นที่ + ข้าวเจ้าหอมมะลินอกพื้นที่,
หนองคาย,Nong Khai,northeast,jasmine,2566,47596,368,129512,130956,363,0,,,,,,oae_stats_2568_table_1_4,สถิติการเกษตรของประเทศไทย ปี 2568 · ตารางที่ 1.4 ข้าวนาปีแยกพันธุ์,https://www.oae.go.th,"Official OAE data Table 1.4, ข้าวเจ้าหอมมะลิ (in-area + outside-area combined)",
หนองคาย,Nong Khai,northeast,jasmine,2567,39232,369,106221,127096,309,0,,,,,,oae_stats_2568_table_1_4,สถิติการเกษตรของประเทศไทย ปี 2568 · ตารางที่ 1.4 ข้าวนาปีแยกพันธุ์,https://www.oae.go.th,"Official OAE data Table 1.4, ข้าวเจ้าหอมมะลิ (in-area + outside-area combined)",
หนองคาย,Nong Khai,northeast,jasmine,2568,38837,367,105722,126917,306,0,,,,,,oae_stats_2568_table_1_4,สถิติการเกษตรของประเทศไทย ปี 2568 · ตารางที่ 1.4 ข้าวนาปีแยกพันธุ์,https://www.oae.go.th,"Official OAE data Table 1.4, ข้าวเจ้าหอมมะลิ (in-area + outside-area combined)",2 มีนาคม 2569 (กรมการข้าว)
หนองคาย,Nong Khai,northeast,jasmine,2569,42546,364,116860,127977,333,0,,,,,,estimated_trend,ประมาณการแนวโน้ม (avg YoY 2565–2567),,"Trend estimation: production×(1+-0.0278)^2, yield×(1+0.0001)^2, area×(1+-0.0280)^2",
สกลนคร,Sakon Nakhon,northeast,white,2565,15027,401,37457,37676,399,0,,,,,,oae_stats_table_1_4,สถิติการเกษตรของประเทศไทย ปี 2567 · ตารางที่ 1.4 ข้าวนาปีแยกพันธุ์,https://catalog.oae.go.th/dataset/ba103542-830f-418a-b614-9645ebbe1a93/resource/4d5d1421-bb3b-4635-a43d-f6167d619db1/download/fd747711b82231d4.pdf,"direct province row from OAE Agricultural Statistics 2024 Table 1.4, rice type = ข้าวเจ้าอื่นๆ",
สกลนคร,Sakon Nakhon,northeast,white,2566,11808,367,32193,32330,365,0,,,,,,oae_stats_2568_table_1_4,สถิติการเกษตรของประเทศไทย ปี 2568 · ตารางที่ 1.4 ข้าวนาปีแยกพันธุ์,https://www.oae.go.th,"Official OAE data Table 1.4, ข้าวเจ้าอื่นๆ (other white rice, excl. glutinous & Pathum Thani 1)",
สกลนคร,Sakon Nakhon,northeast,white,2567,11370,370,30689,31745,358,0,,,,,,oae_stats_2568_table_1_4,สถิติการเกษตรของประเทศไทย ปี 2568 · ตารางที่ 1.4 ข้าวนาปีแยกพันธุ์,https://www.oae.go.th,"Official OAE data Table 1.4, ข้าวเจ้าอื่นๆ (other white rice, excl. glutinous & Pathum Thani 1)",
สกลนคร,Sakon Nakhon,northeast,white,2568,11305,369,30655,31668,357,0,,,,,,oae_stats_2568_table_1_4,สถิติการเกษตรของประเทศไทย ปี 2568 · ตารางที่ 1.4 ข้าวนาปีแยกพันธุ์,https://www.oae.go.th,"Official OAE data Table 1.4, ข้าวเจ้าอื่นๆ (other white rice, excl. glutinous & Pathum Thani 1)",2 มีนาคม 2569 (กรมการข้าว)
สกลนคร,Sakon Nakhon,northeast,white,2569,10409,375,27520,27584,373,0,,,,,,estimated_trend,ประมาณการแนวโน้ม (avg YoY 2565–2567),,"Trend estimation: production×(1+-0.0830)^2, yield×(1+-0.0151)^2, area×(1+-0.0729)^2",
สกลนคร,Sakon Nakhon,northeast,jasmine,2565,189486,344,550039,553479,342,0,,,,,,oae_stats_table_1_4,สถิติการเกษตรของประเทศไทย ปี 2567 · ตารางที่ 1.4 ข้าวนาปีแยกพันธุ์,https://catalog.oae.go.th/dataset/ba103542-830f-418a-b614-9645ebbe1a93/resource/4d5d1421-bb3b-4635-a43d-f6167d619db1/download/fd747711b82231d4.pdf,sum of OAE Agricultural Statistics 2024 Table 1.4 province rows: ข้าวเจ้าหอมมะลิในพื้นที่ + ข้าวเจ้าหอมมะลินอกพื้นที่,
สกลนคร,Sakon Nakhon,northeast,jasmine,2566,183058,343,533772,548604,334,0,,,,,,oae_stats_2568_table_1_4,สถิติการเกษตรของประเทศไทย ปี 2568 · ตารางที่ 1.4 ข้าวนาปีแยกพันธุ์,https://www.oae.go.th,"Official OAE data Table 1.4, ข้าวเจ้าหอมมะลิ (in-area + outside-area combined)",
